	Lao	vietnamese	score
55	ສຳ ລັບຜູ້ຍິງ, ຄວາມອາຍແມ່ນເຮັດທຸກຢ່າງ, ເຮັດມັນໃຫ້ສົມບູນແບບແລະຢ່າປ່ອຍໃຫ້ຜູ້ອື່ນເຫັນທ່ານເຫື່ອ.	Đối với phụ nữ , sự xấu hổ là làm tất cả điều đó , làm một cách hoàn hảo và không bao giờ để người khác thấy bạn đang đổ mồ hôi .	4
56	ພາຍຫຼັງໄດ້ດຳເນີນມາເປັນເວລາ 3 ວັນຢູ່ນະຄອນໂຮ່ຈີມິນ, ຕອນຄ່ຳວັນທີ 24 ກັນຍາ, ເຫດການໝູ່ບ້ານ ອາຊຽນ 2017 ໄດ້ຮັບການຈັດຕັ້ງເນື່ອງໃນໂອກາດສະເຫຼີມສະຫຼອງ 50 ປີແຫ່ງວັນສ້າງຕັ້ງ ອາຊຽນ ແລະ 22 ປີແຫ່ງວັນ ຫວຽດນາມ ເຂົ້າເປັນສະມາຊິກ ອາຊຽນ ໄດ້ອັດລົງ.	Sau 3 ngày diễn ra tại Thành phố Hồ Chí Minh, tối 24/9, sự kiện Ngôi làng ASEAN 2017 được tổ chức nhân dịp kỷ niệm 50 năm thành lập ASEAN và 22 năm Việt Nam gia nhập ASEAN bế mạc.	4
57	ທ່ານພັນເອກ ຕ່າວວັນທ໊າຍ ໄດ້ສະແດງຄວາມຂອບອົກຂອບໃຈຕໍ່ການສະໜັບສະໜູນຢ່າງໃຫຍ່ຫຼວງຈາກເພື່ອນມິດສາກົນ, ພິເສດແມ່ນການຊ່ວຍເຫຼືອຢ່າງສຸດຈິດສຸດໃຈຂອງພັກ, ລັດ ແລະ ກອງທັບປະຊາຊົນລາວ ສຳລັບການເຕີບໃຫຍ່ຂອງກອງທັບປະຊາຊົນຫວຽດນາມກໍ່ຄືໃນການກໍ່ສ້າງແລະປ້ອງກັນສັງຄົມນິຍົມ ແຜ່ນດິນຫວຽດນາມ.	Đại tá Tào Văn Thái bày tỏ cảm ơn sự ủng hộ to lớn của bạn bè quốc tế, đặc biệt là sự giúp đỡ chí, nghĩa chí tình của Đảng, Nhà nước và Quân đội Nhân dân Lào đối với sự trưởng thành của Quân đội nhân dân Việt Nam cũng như trong công cuộc xây dựng và bảo vệ Tổ quốc Việt Nam xã hội chủ nghĩa.	4
58	ສ້າງລະບົບຮ່ວມສຳພັນຄຸນຄ່າການພັດທະນາເສດຖະກິດ - ສັງຄົມເຂດຊົນເຜົ່າສ່ວນໜ້ອຍ	Tạo chuỗi liên kết gía trị phát triển kinh tế- xã hội vùng dân tộc thiểu số	4
59	ພ້ອມທັງ,ບັນດາຄວາມຫຍຸ້ງຍາກ, ສິ່ງທ້າທາຍທີ່ ອາຊຽນ ຕ້ອງປະເຊີນໜ້າ ແລະຄວນສົມທົບກັນເມື່ອຜັນຂະຫຍາຍການສ້າງຕັ້ງຂອບເຂດໃຫ້ແກ່ເຄືອຂ່າຍ 5G ກໍ່ໄດ້ຍົກອອກມາປຶກສາຫາລື.	Đồng thời, những khó khăn, thách thức của ASEAN sẽ phải đối mặt và cần phối hợp khi triển khai xây dựng hệ sinh thái cho mạng 5G cũng được đưa ra thảo luận.	4
60	ຂໍຂອບໃຈກັບລະບົບສັນຍາລັກໃນຄວາມຫມາຍແລະຄວາມກະຕືລືລົ້ນໃນການປະຕິບັດຕົວຈິງຂ້ອຍສາມາດສຸມໃສ່ການເຕັ້ນຢ່າງແຮງຈົນວ່າຫລັງຈາກສອງສາມອາທິດຂ້ອຍກໍ່ສາມາດເຕັ້ນ.	Nhờ vào hệ thống biểu tượng trong huyền thoại và đam mê trong tập luyện tôi đã luyện được cách tập trung cao độ trong khiêu vũ Sự tập trung sắc bén tới độ chỉ sau vài tuần tôi đã có thể khiêu vũ	4
61	ຮັບປະກັນສະພາບແວດລ້ອມແຫ່ງການລົງທຶນໃຫ້ດີທີ່ສຸດ ເພື່ອໃຫ້ນັກລັງທຶນຕ່າງປະເທດຂະຫຍາຍຕົວຢູ່ ຫວຽດນາມ	Đảm bảo môi trường đầu tư tốt nhất để các nhà đầu tư nước ngoài phát triển tại Việt Nam	4
62	ປອ ຟ້າມວັນເຕີນຊີ້ແຈ້ງວ່າ ເພື່ອໃຫ້ບັນດາອົງການຈັດຕັ້ງນີ້ປະກອບສ່ວນດີກວ່າອີກ ຄວນຍົກສູງຄວາມຮັບຮູ້ຂອງປະຊາຊົນ, ສິ່ງສຳຄັນແມ່ນຄວາມຮັບຮູ້ ແລະ ຄວາມຮັບຜິດຊອບຂອງບັນດາອົງການໃນກົງຈັກລັດໃນການປະກາດໃຊ້ນະໂຍບາຍ, ແຜນນະໂຍບາຍ ກົດໝາຍ ເພື່ອເພີ່ມທະວີບົດບາດຂອງບັນດາອົງການຈັດຕັ້ງສັງຄົມ.	Tiến sỹ Phạm Văn Tân chỉ rõ để các tổ chức này đóng góp tốt hơn nữa cần nâng cao nhận thức của người dân, quan trọng là nhận thức và trách nhiệm của các cơ quan trong bộ máy Nhà nước trong việc ban hành chính sách, chủ trương pháp luật để tăng cường vai trò của các tổ chức xã hội.	4
63	ໃນປະເທດໄນຈີເຣຍ, ຜູ້ຄົນຖືເອົາຂອງທີ່ມີຄ່າທີ່ສຸດໃສ່ຫົວຂອງພວກເຂົາ.	Ở Nigeria , người dân mang món đồ quý nhất đối với họ ở trên đầu .	4
64	ພໍ່ຂອງຂ້ອຍໄດ້ປະໄວ້ມໍລະດົກຂອງການຂຽນຂອງລາວຜ່ານຈົດ ໝາຍ ແລະປື້ມບັນທຶກ.	Bố tôi để lại cho tôi một di sản với chữ viết của ông qua những lá thư và cuốn vở .	4
65	ທະນາຄານ UOB ຄາດຄະເນ ຫວຽດນາມ ດຶງດູດທຶນ FDI ໄດ້ 20 ຕື້ USD ໃນປີນີ້	Ngân hàng UOB dự báo Việt Nam thu hút 20 tỷ USD vốn FDI trong năm nay	4
66	ກ່າວຄຳເຫັນທີ່ພິທີຊັກທຸງ ອາຊຽນ ປີ 2018, ທ່ານ ຫງວຽນມິງແອງ ອຸປະທູດຊົ່ວຄາວສະຖານທູດ ຫວຽດນາມ ປະຈຳ ຈີເລ ເນັ້ນໜັກວ່າ ການປະກອບສ່ວນຂອງ ອາຊຽນ ສຳລັບສັນຕິພາບ ແລະ ສະຖຽນລະພາບຂອງພາກພື້ນ ອາຊີຕາເວັນອອກສ່ຽງໃຕ້ໃນຕະຫລອດ 51 ປີຜ່ານມາ, ໃນນັ້ນ ສິ່ງທີ່ເປັນໜ້າສົນໃຈ ນັ້ນແມ່ນການສ້າງຕັ້ງປະຊາຄົມອາຊຽນ.	Phát biểu tại Lễ thượng cờ ASEAN năm 2018, Đại biện lâm thời Nguyễn Minh Anh nhấn mạnh sự đóng góp của ASEAN đối với hoà bình và ổn định của khu vực Đông Nam Á trong suốt 51 năm qua, trong đó đáng kể là việc hình thành Cộng đồng ASEAN.	4
67	ຮ່າໂນ້ຍ ເພີ່ມທະວີການຮ່ວມມືກັບ ຝລັ່ງໃນຂົງເຂດພັດທະນາຄົມມະນາຄົມ, ຕົວເມືອງ	Hà Nội tăng cường hợp tác với Pháp trong lĩnh vực phát triển giao thông, đô thị	4
68	ຄົ້ນຄວ້າຮ່າງກົດໝາຍບາງສະບັບທີ່ສົ່ງຜົນກະທົບເຖິງເຂດຊົນເຜົ່າສ່ວນໜ້ອຍ	Nghiên cứu một số dự án Luật tác động lớn đến vùng dân tộc thiểu số	4
69	ຄົນສ່ວນໃຫຍ່ຄາດເດົາວ່າຂໍ້ຄວາມທີ່ໂທຫາເພື່ອປະຢັດເງິນຈະເຮັດວຽກໄດ້ດີທີ່ສຸດ.	Hầu hết mọi người đoán là thông điệp kêu gọi tiết kiệm tiền sẽ đạt được hiệu quả tốt nhất .	4
70	ເຄື່ອງມືເຫລົ່ານັ້ນແມ່ນເຄື່ອງມືທີ່ພວກເຂົາຮຽນພຽງແຕ່ປະຕິບັດງານພາຍໃນນາທີ.	Đó là những công cụ mà họ chỉ học cách hoạt động trong vòng vài phút .	4
71	ປີ 2018, ແມ່ນປີທີ 5 ຢ່າງລຽນຕິດທີ່ ຫວຽດນາມ ໄດ້ສົ່ງແຮງງານກ່ວາ 100.000 ຄົນໄປເຮັດວຽກຢູ່ຕ່າງປະເທດຕາມສັນຍາຂອງແຕ່ລະປີ	Năm 2018 là năm thứ 5 liên tiếp Việt Nam đưa được trên 100 nghìn lao động đi làm việc ở nước ngoài theo hợp đồng trong một năm.	4
72	ປັດຈຸບັນ, ການລົງທຶນຂອງບັນດາວິສາຫະກິດ ຫວຽດນາມ ຢູ່ ລາວ ຢືນອັນດັບທີ 3 ໃນຈຳນວນບັນດາປະເທດມີໂຄງການລົງທຶນຢູ່ ລາວ.	Hiện đầu tư của các doanh nghiệp Việt Nam tại Lào đứng thứ 3 trong số các nước có dự án đầu tư tại Lào.	4
73	ຫວຽດນາມ, ລາວ ແລະ ກຳປູເຈຍ ແກ້ໄຂບັນດາຮົ້ວກີດຂວາງເພື່ອຊຸກຍູ້ການແລກປ່ຽນການຄ້າເຂດຊາຍແດນ	Việt Nam, Lào và Campuchia tháo gỡ rào cản thúc đẩy giao thương mại biên giới	4
74	ຄວາມສາມາດບົ່ມຊ້ອນການພັດທະນາຂອງເສດຖະກິດ ຫວຽດນາມ ຈະນຳມາເຊິ່ງຫຼາຍກາລະໂອກາດໃຫ້ແກ່ວິສາຫະກິດ ຍີ່ປຸ່ນ	Tiềm năng phát triển của kinh tế Việt Nam sẽ mang lại nhiều cơ hội cho doanh nghiệp Nhật Bản	4
75	ກອງປະຊຸມແມ່ນໜຶ່ງໃນບັນດາຂໍ້ລິເລີ່ມຂອງ ຫວຽດນາມ ເພື່ອແນໃສ່ຍູ້ແຮງການສົມທົບກັນໃນພາກພື້ນ ກ່ຽວກັບນະໂຍບາຍ, ການລົງທຶນ, ການພັດທະນາເຕັກໂນໂລຢີ, ການບໍລິການ ແລະ ເຄືອຂ່າຍ 5G	Hội nghị là một trong những sáng kiến của Việt Nam nhằm đẩy mạnh phối hợp trong khu vực về chính sách, đầu tư, phát triển công nghệ, dịch vụ và ứng dụng 5G.	4
76	ແລະເຮັດແບບດຽວກັນກັບຖະແຫຼງການສາກົນກ່ຽວກັບສິດທິມະນຸດແລະການດັດແກ້ທັງ ໝົດ ທີ່ໄດ້ສະ ເໜີ ແລະຖະແຫຼງການສາກົນກ່ຽວກັບສິດທິມະນຸດແລະຂໍ້ຕົກລົງວ່າດ້ວຍສິດທິມະນຸດແລະສິດທິພື້ນຖານຂອງສະຫະພາບເອີຣົບແລະການປາກເວົ້າເສລີບໍ?	Và làm điều tương tự với bản tuyên ngôn nhân quyền và tất cả các đề nghị bổ sung và Tuyên ngôn Quốc tế về Nhân quyền và Hiệp định nhân quyền và quyền cơ bản của liên minh châu Âu và tự do ngôn luận ?	4
77	ແລະຂ້ອຍກໍ່ບໍ່ໄດ້ອອກຈາກເຮືອນປະມານສາມມື້.	Và thực sự là tôi đã không rời khỏi nhà trong khoảng ba ngày .	4
78	ປະຈຸບັນພວມຖືກແຍກຕົວ ແລະ ໄດ້ຮັບການປິ່ນປົວຢູ່ໂຮງໝໍພະຍາດເຂດຮ້ອນ ນະຄອນໂຮ່ຈີມິນ, ການປິ່ນປົວອົກຊີເຈນ, ຢາຕ້ານເຊື້ອແລະຢາຕ້ານເຊື້ອ.	Hiện tại, bệnh nhân đang được cách ly điều trị tại Bệnh viện Bệnh Nhiệt đới Thành phố Hồ Chí Minh, thở oxy, điều trị kháng sinh và kháng virus.	4
79	ການກະ ທຳ ນ້ອຍໆສາມາດສ້າງຄວາມປ່ຽນແປງທີ່ໃຫຍ່ຫຼວງ.	Có những hành động nhỏ có thể tạo ra một thay đổi lớn .	4
80	ລາຍລະອຽດ,ຕາມໜັງສືພິມດັ່ງກ່າວແລ້ວ, ໃນວິວັດການເຈລະຈາສັນຍາກັບຫົວໜ້າຄູຝຶກທິມບານເຕະແຫ່ງຊາດຫວຽດນາມ Park Hang Seo, VFF ໄດ້ຍົກອອກຄໍາຮຽກຮ້ອງສໍາລັບຄູຝຶກຄົນດັ່ງກ່າວວ່າ ຕ້ອງນໍາທິມບານເຕະແຫ່ງຊາດຫວຽດນາມ ລອດເຂົ້ານັດແຂ່ງຂັນຊີງຊະນະເລີດ Asian Cup 2023.	Cụ thể, theo tờ báo này, trong tiến trình đàm phán hợp đồng với Huấn luyện viên trưởng Đội tuyển Quốc gia Việt Nam Park Hang Seo, VFF đã đưa ra yêu cầu đối với vị huấn luyện viên là phải đưa Đội tuyển Quốc gia Việt Nam giành vé vào chơi trận chung kết Asian Cup 2023.	4
81	ສູ້ຊົນຮອດທ້າຍປີ 2025, ໃຫ້ມີຢ່າງໜ້ອຍ 2 – 3 ທະນາຄານການຄ້າ ນອນຢູ່ໃນ Top 100 ທະນາຄານໃຫຍ່ທີ່ສຸດ (ກ່ຽວກັບລວມຍອດຊັບສິນ) ໃນພາກພື້ນ ອາຊີ ແລະ 3 – 5 ທະນາຄານຕິດປະກາດໃບຫຸ້ນໃນຕະຫຼາດຫຼັກຊັບຕ່າງປະເທດ.	Phấn đấu đến cuối năm 2025 có ít nhất từ 2-3 ngân hàng thương mại nằm trong tốp 100 ngân hàng lớn nhất (về tổng tài sản) trong khu vực châu Á và 3-5 ngân hàng niêm yết cổ phiếu trên thị trường chứng khoán nước ngoài.	4
82	ກອງປະຊຸມ ASOSAI ແມ່ນກາລະໂອກາດສຳລັບປະເທດເພື່ອໂຄສະນາພາບພົດ ປະເທດຊາດ, ປະຊາຊົນ, ພື້ນຖານວັດທະນະທຳ ແລະ ຄວາມສາມາດບົ່ມຊ້ອນແຫ່ງການຮ່ວມມືຂອງ ຫວຽດນາມ.	Đại hội ASOSAI là cơ hội cho đất nước quảng bá hình ảnh, đất nước, con người, nền văn hoá và tiềm năng hợp tác của Việt Nam.	4
